NAME10,len_tot_m,len_tot_mi,pct
"Barnstable Town, MA",48828.00140379643,30.340313446843208,0.04137542403004107
"Boston, MA--NH--RI",816759.9558348813,507.5111075288325,0.6920985609048157
"Leominster--Fitchburg, MA",38720.3665792395,24.059720345208667,0.032810509129093744
"Providence, RI--MA",145983.02061210098,90.7096435641485,0.1237017532022574
"Worcester, MA--CT",40533.804620816045,25.186538503151624,0.034347163625802334
NonUZA,89295.72096959944,55.48578860057231,0.07566658910798967
