NAME20,UZA_type,len_tot_mi,pct
"Boston, MA--NH",Pop: GTE 50k,581.984,0.6713217496494592
NonUZA,NonUZA,86.938,0.10028397345009127
"Providence, RI--MA",Pop: GTE 50k,85.515,0.09864201645484567
"Barnstable Town, MA",Pop: GTE 50k,58.784,0.0678077054401941
"Worcester, MA--CT",Pop: GTE 50k,26.554,0.030629833417607756
"Leominster--Fitchburg, MA",Pop: GTE 50k,22.91,0.026426993721012513
"Ipswich, MA",Pop: LT 50k,4.237,0.004887727866789341
